,name,category,ingredient
1888,Hot Shot Margarita,Cocktail Classics,Hot Shot Tropical Fruit Liqueur
1889,Hot Shot Margarita,Cocktail Classics,Lemon or Lime Juice
1890,The Groupie,Vodka,Lemon wedges
1891,The Groupie,Vodka,Superfine sugar
1892,The Groupie,Vodka,Citrus-flavored vodka
1893,Hot Brandy Flip,Cocktail Classics,Whole Egg
1894,Hot Brandy Flip,Cocktail Classics,Powdered Sugar
1895,Hot Brandy Flip,Cocktail Classics,Brandy
1896,Grape Nehi,Vodka,Vodka
1897,Grape Nehi,Vodka,Raspberry-flavored liqueur
1898,Grape Nehi,Vodka,Fresh lemon juice
1899,Hole-in-One Cocktai,Cocktail Classics,Scotch
1900,Hole-in-One Cocktai,Cocktail Classics,Vermouth
1901,Hole-in-One Cocktai,Cocktail Classics,Lemon Juice
1902,Hole-in-One Cocktai,Cocktail Classics,Orange Bitters
1903,Grapefruit Gimlet Royale,Vodka,Vodka
1904,Grapefruit Gimlet Royale,Vodka,Fresh grapefruit juice
1905,Grapefruit Gimlet Royale,Vodka,Fresh Lime Juice
1906,Grapefruit Gimlet Royale,Vodka,Simple Syrup
1907,Grapefruit Gimlet Royale,Vodka,Chilled Champagne
1908,Hair Raiser,Cocktail Classics,100-proof Vodka
1909,Hair Raiser,Cocktail Classics,Rock and Rye
1910,Hair Raiser,Cocktail Classics,Lemon Juice
1911,Godmother,Vodka,Vodka
1912,Godmother,Vodka,Amaretto
1913,Green Opal,Cocktail Classics,Gin
1914,Green Opal,Cocktail Classics,Anisette
1915,Green Opal,Cocktail Classics,Anis
1916,Green Hornet (Dry),Cocktail Classics,Lime Vodka
1917,Green Hornet (Dry),Cocktail Classics,Powdered Sugar
1918,Green Fizz,Cocktail Classics,Powdered Sugar
1919,Green Fizz,Cocktail Classics,Egg White
1920,Green Fizz,Cocktail Classics,Juice of a Lemon
1921,Green Fizz,Cocktail Classics,Gin
1922,Green Fizz,Cocktail Classics,Green creme de menthe
1923,Godchild,Vodka,Vodka
1924,Godchild,Vodka,Amaretto
1925,Godchild,Vodka,Heavy cream
1926,Grape Vodka Froth,Cocktail Classics,Vodka
1927,Grape Vodka Froth,Cocktail Classics,Grape Juice
1928,Grape Vodka Froth,Cocktail Classics,Egg White
1929,Grape Vodka Froth,Cocktail Classics,Lemon Juice
1930,Grapefruit Nog,Cocktail Classics,Brandy
1931,Grapefruit Nog,Cocktail Classics,Grapefruit Juice
1932,Grapefruit Nog,Cocktail Classics,Lemon Juice
1933,Grapefruit Nog,Cocktail Classics,Honey
1934,Grapefruit Nog,Cocktail Classics,Whole Egg
1935,Golden Slipper,Cocktail Classics,Yellow Chartreuse
1936,Golden Slipper,Cocktail Classics,Apricot-Flavored Brandy
1937,Golden Frappe,Cocktail Classics,Orange Juice
1938,Golden Frappe,Cocktail Classics,Lemon Juice
1939,Golden Frappe,Cocktail Classics,Sugar
1940,Golden Frappe,Cocktail Classics,Port
1941,Glass Tower,Vodka,Vodka
1942,Glass Tower,Vodka,Peach schnapps
1943,Glass Tower,Vodka,White rum
1944,Glass Tower,Vodka,Triple Sec
1945,Glass Tower,Vodka,Sambuca
1946,Golden Fizz,Cocktail Classics,Juice of a Lemon
1947,Golden Fizz,Cocktail Classics,Powdered Sugar
1948,Golden Fizz,Cocktail Classics,Gin
1949,Golden Fizz,Cocktail Classics,Egg Yolk
1950,Gloom Lifter,Cocktail Classics,Blended whiskey
1951,Gloom Lifter,Cocktail Classics,Brandy
1952,Gloom Lifter,Cocktail Classics,Juice of a Lemon
1953,Gloom Lifter,Cocktail Classics,Raspberry Syrup
1954,Gloom Lifter,Cocktail Classics,Sugar
1955,Gloom Lifter,Cocktail Classics,Egg White
1956,Glogg,Cocktail Classics,"Wine (Port, Cream Sherry, Claret, Burgundy, or Madeira)"
1957,Glogg,Cocktail Classics,Dried Orange Peel
1958,Glogg,Cocktail Classics,Cinnamon sticks
1959,Glogg,Cocktail Classics,cloves
1960,Georgia Peach,Vodka,Vodka
1961,Georgia Peach,Vodka,Peach schnapps
1962,Georgia Peach,Vodka,Grenadine
1963,Georgia Mule,Vodka,"Peach slice, skinned"
1964,Georgia Mule,Vodka,Vodka
1965,Georgia Mule,Vodka,Fresh lemon juice
1966,Georgia Mule,Vodka,Peach bitters
1967,Gentle Ben,Vodka,Vodka
1968,Gentle Ben,Vodka,Gin
1969,Gentle Ben,Vodka,Blanco tequila
1970,East India Cocktail No. 1,Brandy,Brandy
1971,East India Cocktail No. 1,Brandy,Jamaica Rum
1972,East India Cocktail No. 1,Brandy,Triple Sec
1973,East India Cocktail No. 1,Brandy,Pineapple Juice
1974,East India Cocktail No. 1,Brandy,Angostura Bitters
1975,General Harrison's Eggnog,Cocktail Classics,Whole Egg
1976,General Harrison's Eggnog,Cocktail Classics,Powdered Sugar
1977,Gables Collins,Vodka,Vodka
1978,Gables Collins,Vodka,Creme de noyaux
1979,Gables Collins,Vodka,Fresh lemon juice
1980,Gables Collins,Vodka,Pineapple Juice
1981,Frozen Brandy and Rum,Cocktail Classics,Brandy
1982,Frozen Brandy and Rum,Cocktail Classics,Light Rum
1983,Frozen Brandy and Rum,Cocktail Classics,Lemon Juice
1984,Frozen Brandy and Rum,Cocktail Classics,Egg Yolk
1985,Frozen Brandy and Rum,Cocktail Classics,Powdered Sugar
1986,Frozen Apple,Cocktail Classics,Applejack
1987,Frozen Apple,Cocktail Classics,Lime Juice
1988,Frozen Apple,Cocktail Classics,Sugar
1989,Frozen Apple,Cocktail Classics,Egg White
1990,Frisky Witch,Vodka,Vodka
1991,Frisky Witch,Vodka,Sambuca
1992,Froth Blower Cocktail,Cocktail Classics,Egg White
1993,Froth Blower Cocktail,Cocktail Classics,Gin
1994,Froth Blower Cocktail,Cocktail Classics,Grenadine
1995,French Martini,Vodka,Vodka
1996,French Martini,Vodka,Black raspberry liqueur
1997,French Martini,Vodka,Pineapple Juice
1998,Flatiron Martini,Vodka,Splash triple sec
1999,Flatiron Martini,Vodka,Orange-flavored vodka
2000,Flatiron Martini,Vodka,Lillet Blanc
2001,Favourite Cocktail,Cocktail Classics,Apricot-Flavored Brandy
2002,Favourite Cocktail,Cocktail Classics,Dry Vermouth
2003,Favourite Cocktail,Cocktail Classics,Lemon Juice
2004,Favourite Cocktail,Cocktail Classics,Gin
2005,Electric Jam,Vodka,Vodka
2006,Electric Jam,Vodka,Blue curacao
2007,Electric Jam,Vodka,Simple Syrup
2008,Electric Jam,Vodka,Fresh lemon juice
2009,Fairy Belle Cocktail,Cocktail Classics,Egg White
2010,Fairy Belle Cocktail,Cocktail Classics,Grenadine
2011,Fairy Belle Cocktail,Cocktail Classics,Apricot-Flavored Brandy
2012,Fairy Belle Cocktail,Cocktail Classics,Gin
2013,Duke Cocktail,Cocktail Classics,Triple Sec
2014,Duke Cocktail,Cocktail Classics,Orange Juice
2015,Duke Cocktail,Cocktail Classics,Lemon Juice
2016,Duke Cocktail,Cocktail Classics,Maraschino
2017,Duke Cocktail,Cocktail Classics,Whole Egg
2018,Dreamy Dorini Smoking Martini,Vodka,Vodka
2019,Dreamy Dorini Smoking Martini,Vodka,"Smoky Scotch, such as Laphroaig"
2020,Dreamy Dorini Smoking Martini,Vodka,Pastis
2021,Dubonnet Highball,Cocktail Classics,Dubonnet
2022,Dubonnet Fizz,Cocktail Classics,Juice of Orange
2023,Dubonnet Fizz,Cocktail Classics,Juice of a Lemon
2024,Dubonnet Fizz,Cocktail Classics,cherry-flavored brandy
2025,Dubonnet Fizz,Cocktail Classics,Dubonnet
2026,Dubonnet Cocktail,Cocktail Classics,Dubonnet
2027,Dubonnet Cocktail,Cocktail Classics,Gin
2028,Dubonnet Cocktail,Cocktail Classics,Orange Bitters (if desired)
2029,Doctor Cook,Cocktail Classics,Gin
2030,Doctor Cook,Cocktail Classics,Lemon Juice
2031,Doctor Cook,Cocktail Classics,Maraschino
2032,Doctor Cook,Cocktail Classics,Egg White
2033,Desert Sunrise,Vodka,Vodka
2034,Desert Sunrise,Vodka,Fresh orange juice
2035,Desert Sunrise,Vodka,Pineapple Juice
2036,Desert Sunrise,Vodka,Grenadine
2037,Dillatini,Cocktail Classics,Gin
2038,Dillatini,Cocktail Classics,Dry Vermouth
2039,Devil's Cocktail,Cocktail Classics,Lemon Juice
2040,Devil's Cocktail,Cocktail Classics,Port
2041,Devil's Cocktail,Cocktail Classics,Dry Vermouth
2042,Derby Fizz,Cocktail Classics,Juice of a Lemon
2043,Derby Fizz,Cocktail Classics,Powdered Sugar
2044,Derby Fizz,Cocktail Classics,Whole Egg
2045,Derby Fizz,Cocktail Classics,Scotch
2046,Derby Fizz,Cocktail Classics,Triple Sec
2047,Cubeltini,Vodka,Cucumber slices
2048,Cubeltini,Vodka,Fresh mint leaves
2049,Cubeltini,Vodka,Simple Syrup
2050,Cubeltini,Vodka,Vodka
2051,Cubeltini,Vodka,Fresh Lime Juice
2052,Crocodile Cooler,Vodka,Citrus-flavored vodka
2053,Crocodile Cooler,Vodka,Melon liqueur
2054,Crocodile Cooler,Vodka,Triple Sec
2055,Crocodile Cooler,Vodka,Simple Syrup
2056,Crocodile Cooler,Vodka,Fresh lemon juice
2057,Cosmopolitan,Vodka,Vodka
2058,Cosmopolitan,Vodka,Fresh Lime Juice
2059,Cosmopolitan,Vodka,Triple Sec
2060,Cosmopolitan,Vodka,Cranberry Juice
2061,Dream Cocktail,Brandy,Brandy
2062,Dream Cocktail,Brandy,Triple Sec
2063,Dream Cocktail,Brandy,Anisette
2064,Jean Lafitte Cocktail,Cocktail Classics,Gin
2065,Jean Lafitte Cocktail,Cocktail Classics,Triple Sec
2066,Jean Lafitte Cocktail,Cocktail Classics,Anis
2067,Jean Lafitte Cocktail,Cocktail Classics,Powdered Sugar
2068,Jean Lafitte Cocktail,Cocktail Classics,Egg Yolk
2069,Japanese Fizz,Cocktail Classics,Juice of a Lemon
2070,Japanese Fizz,Cocktail Classics,Powdered Sugar
2071,Japanese Fizz,Cocktail Classics,Blended whiskey
2072,Japanese Fizz,Cocktail Classics,Port
2073,Japanese Fizz,Cocktail Classics,Egg White
2074,Citronella Cooler,Vodka,Citrus-flavored vodka
2075,Citronella Cooler,Vodka,Fresh Lime Juice
2076,Citronella Cooler,Vodka,Lemonade
2077,Citronella Cooler,Vodka,Cranberry Juice
2078,North Pole Cocktail,Cocktail Classics,Egg White
2079,North Pole Cocktail,Cocktail Classics,Lemon Juice
2080,North Pole Cocktail,Cocktail Classics,Maraschino
2081,North Pole Cocktail,Cocktail Classics,Gin
2082,The Cinquecento,Vodka,Bison grass vodka (Zubrowka)
2083,The Cinquecento,Vodka,Benedictine
2084,The Cinquecento,Vodka,Campari
2085,The Cinquecento,Vodka,Fresh grapefruit juice
2086,The Cinquecento,Vodka,Angostura Bitters
2087,New Orleans Gin Fizz,Cocktail Classics,Juice of a Lemon
2088,New Orleans Gin Fizz,Cocktail Classics,Juice of a Lime
2089,New Orleans Gin Fizz,Cocktail Classics,Powdered Sugar
2090,New Orleans Gin Fizz,Cocktail Classics,Egg White
2091,New Orleans Gin Fizz,Cocktail Classics,Gin
2092,New Orleans Gin Fizz,Cocktail Classics,"Light cream, 1/2 oz"
2093,Napoleon,Cocktail Classics,Gin
2094,Napoleon,Cocktail Classics,Curacao
2095,Napoleon,Cocktail Classics,Dubonnet
2096,Zombie,Rum - Daiquiris,Gold rum
2097,Zombie,Rum - Daiquiris,151-Proof Rum
2098,Zombie,Rum - Daiquiris,Light Rum
2099,Zombie,Rum - Daiquiris,"each Fresh Lime Juice, lemon juice, pineapple juie, and passion fruit syrup"
2100,Zombie,Rum - Daiquiris,Demerara Syrup
2101,Zombie,Rum - Daiquiris,Tiki (such as Bittermen's 'Elemakule) or Angostura bitters (optional) Garnish: Fresh mint sprig
2102,Kiss the Boys Goodbye,Cocktail Classics,Sloe gin
2103,Kiss the Boys Goodbye,Cocktail Classics,Brandy
2104,Kiss the Boys Goodbye,Cocktail Classics,Egg White
2105,Kiss the Boys Goodbye,Cocktail Classics,Juice of a Lemon
2106,X.Y.Z. Cocktail,Rum - Daiquiris,Light Rum
2107,X.Y.Z. Cocktail,Rum - Daiquiris,Triple Sec
2108,X.Y.Z. Cocktail,Rum - Daiquiris,Fresh lemon juice
2109,K.G.B. Cocktail,Cocktail Classics,Kummel
2110,K.G.B. Cocktail,Cocktail Classics,Gin
2111,K.G.B. Cocktail,Cocktail Classics,Apricot-Flavored Brandy
2112,K.G.B. Cocktail,Cocktail Classics,Lemon Juice
2113,Eye-Opener,Cocktail Classics,Egg Yolk
2114,Eye-Opener,Cocktail Classics,Powdered Sugar
2115,Eye-Opener,Cocktail Classics,Anis
2116,Eye-Opener,Cocktail Classics,Triple Sec
2117,Eye-Opener,Cocktail Classics,White creme de cacao
2118,Eye-Opener,Cocktail Classics,Light Rum
2119,Wiki Waki Woo,Rum - Daiquiris,Light Rum
2120,Wiki Waki Woo,Rum - Daiquiris,151-Proof Rum
2121,Wiki Waki Woo,Rum - Daiquiris,"each Vodka, tequila blanco, triple sec"
2122,Wiki Waki Woo,Rum - Daiquiris,Amaretto
2123,Wiki Waki Woo,Rum - Daiquiris,"each Fresh orange juice, pineapple juice, cranberry juice"
2124,Elk's Own Cocktail,Cocktail Classics,Egg White
2125,Elk's Own Cocktail,Cocktail Classics,Blended whiskey
2126,Elk's Own Cocktail,Cocktail Classics,Port
2127,Elk's Own Cocktail,Cocktail Classics,Juice of a Lemon
2128,Elk's Own Cocktail,Cocktail Classics,Powdered Sugar
2129,Eggnog Supreme,Cocktail Classics,Medium Eggs
2130,Eggnog Supreme,Cocktail Classics,Sugar
2131,Eggnog Supreme,Cocktail Classics,Whole milk
2132,Eggnog Supreme,Cocktail Classics,"Heavy Cream, Whipped"
2133,Eggnog Supreme,Cocktail Classics,Cognac
2134,Egg Sour,Cocktail Classics,Whole Egg
2135,Egg Sour,Cocktail Classics,Powdered Sugar
2136,Egg Sour,Cocktail Classics,Juice of a Lemon
2137,Egg Sour,Cocktail Classics,Brandy
2138,Egg Sour,Cocktail Classics,Triple Sec
2139,White Lion Cocktail,Cocktail Classics,Light Rum
2140,White Lion Cocktail,Cocktail Classics,Fresh lemon juice
2141,White Lion Cocktail,Cocktail Classics,Simple Syrup
2142,White Lion Cocktail,Cocktail Classics,Grenadine
2143,White Lion Cocktail,Cocktail Classics,Angostura Bitters
2144,White Lily Cocktail,Rum - Daiquiris,Light Rum
2145,White Lily Cocktail,Rum - Daiquiris,Triple Sec
2146,White Lily Cocktail,Rum - Daiquiris,Gin
2147,White Lily Cocktail,Rum - Daiquiris,Anisette
2148,Ice Cream Flip,Rum - Daiquiris,Whole Egg
2149,Ice Cream Flip,Rum - Daiquiris,Maraschino
2150,Ice Cream Flip,Rum - Daiquiris,Triple Sec
2151,Outrigger,Cocktail Classics,Peach-flavored brandy
2152,Outrigger,Cocktail Classics,Lime Vodka
2153,Outrigger,Cocktail Classics,Pineapple Juice
2154,Opera Cocktail,Cocktail Classics,Maraschino
2155,Opera Cocktail,Cocktail Classics,Dubonnet
2156,Opera Cocktail,Cocktail Classics,Gin
2157,Virginia Dare,Rum - Daiquiris,Ripe pear
2158,Virginia Dare,Rum - Daiquiris,Dark rum
2159,Virginia Dare,Rum - Daiquiris,Benedictine
2160,Virginia Dare,Rum - Daiquiris,Angostura Bitters
2161,Opening Cocktail,Cocktail Classics,Grenadine
2162,Opening Cocktail,Cocktail Classics,Sweet Vermouth
2163,Opening Cocktail,Cocktail Classics,Blended whiskey
2164,Queen Bee,Cocktail Classics,Lime Vodka
2165,Queen Bee,Cocktail Classics,Coffee-flavored brandy
2166,Queen Bee,Cocktail Classics,Cream sherry
2167,Van Vleet,Rum - Daiquiris,Light Rum
2168,Van Vleet,Rum - Daiquiris,Maple Syrup
2169,Van Vleet,Rum - Daiquiris,Fresh lemon juice
2170,Zaza Cocktail,Cocktail Classics,Gin
2171,Zaza Cocktail,Cocktail Classics,Dubonnet
2172,The Vacation Cocktail,Rum - Daiquiris,Peeled and chopped fresh ginger
2173,The Vacation Cocktail,Rum - Daiquiris,Fresh Lime Juice
2174,The Vacation Cocktail,Rum - Daiquiris,"each Simple Syrup, light rum, dark rum"
2175,The Vacation Cocktail,Rum - Daiquiris,Mango juice
2176,The Vacation Cocktail,Rum - Daiquiris,"each Cranberry Juice, orange juice, spiced rum"
2177,Dolores,Brandy,"Brandy, preferably Spanish"
2178,Dolores,Brandy,Cherry liqueur
2179,Dolores,Brandy,White or dark creme de cacao
2180,Dolores,Brandy,Egg White
2181,Vesuvio,Cocktail Classics,Light Rum
2182,Vesuvio,Cocktail Classics,Juice of a Lemon
2183,Vesuvio,Cocktail Classics,Powdered Sugar
2184,Vesuvio,Cocktail Classics,Egg White
2185,Vesuvio,Cocktail Classics,Sweet Vermouth
2186,Urban Anxiety,Rum,Cachaca
2187,Urban Anxiety,Rum,Sweet Vermouth
2188,Urban Anxiety,Rum,Cynar
2189,Urban Anxiety,Rum,Angostura Bitters
2190,Virgin,Cocktail Classics,Gin
2191,Virgin,Cocktail Classics,White creme de menthe
2192,Virgin,Cocktail Classics,Forbidden Fruit
2193,Tropica Cocktail,Rum - Daiquiris,Light Rum
2194,Tropica Cocktail,Rum - Daiquiris,Pineapple Juice
2195,Tropica Cocktail,Rum - Daiquiris,Fresh grapefruit juice
2196,Tropica Cocktail,Rum - Daiquiris,Grenadine
2197,Vermouth Cassis,Cocktail Classics,Creme de Cassis
2198,Vermouth Cassis,Cocktail Classics,Dry Vermouth
2199,Verboten,Cocktail Classics,Gin
2200,Verboten,Cocktail Classics,Forbidden Fruit
2201,Verboten,Cocktail Classics,Orange Juice
2202,Verboten,Cocktail Classics,Lemon Juice
2203,Velvet Hammer No. 2,Cocktail Classics,Strega
2204,Velvet Hammer No. 2,Cocktail Classics,White creme de cacao
2205,Velvet Hammer No. 2,Cocktail Classics,Light cream
2206,Velvet Hammer No. 1,Cocktail Classics,Vodka
2207,Velvet Hammer No. 1,Cocktail Classics,Creme de Cacao
2208,Velvet Hammer No. 1,Cocktail Classics,Light cream
2209,Ulanda Cocktail,Cocktail Classics,Gin
2210,Ulanda Cocktail,Cocktail Classics,Triple Sec
2211,Ulanda Cocktail,Cocktail Classics,Anis
2212,Torridora Cocktail,Rum - Daiquiris,Light Rum
2213,Torridora Cocktail,Rum - Daiquiris,Coffee-flavored brandy
2214,Torridora Cocktail,Rum - Daiquiris,half-and-half
2215,Torridora Cocktail,Rum - Daiquiris,151-Proof Rum
2216,Boston Sour,Cocktail Classics,Juice of a Lemon
2217,Boston Sour,Cocktail Classics,Powdered Sugar
2218,Boston Sour,Cocktail Classics,Blended whiskey
2219,Boston Sour,Cocktail Classics,Egg White
2220,Three Miller Cocktail,Rum - Daiquiris,Fresh cherry tomatoes
2221,Three Miller Cocktail,Rum - Daiquiris,Dark rum
2222,Three Miller Cocktail,Rum - Daiquiris,Fresh Lime Juice
2223,Three Miller Cocktail,Rum - Daiquiris,Simple Syrup
2224,Three Miller Cocktail,Rum - Daiquiris,Angostura Bitters
2225,Bird-of-Paradise Fizz,Cocktail Classics,Juice of a Lemon
2226,Bird-of-Paradise Fizz,Cocktail Classics,Powdered Sugar
2227,Bird-of-Paradise Fizz,Cocktail Classics,Egg White
2228,Bird-of-Paradise Fizz,Cocktail Classics,Grenadine
2229,Bird-of-Paradise Fizz,Cocktail Classics,Gin
2230,Biffy Cocktail,Cocktail Classics,Juice of a Lemon
2231,Biffy Cocktail,Cocktail Classics,Swedish Punch
2232,Biffy Cocktail,Cocktail Classics,Gin
2233,Between-The-Sheets Cocktail,Cocktail Classics,Juice of a Lemon
2234,Between-The-Sheets Cocktail,Cocktail Classics,Brandy
2235,Between-The-Sheets Cocktail,Cocktail Classics,Triple Sec
2236,Between-The-Sheets Cocktail,Cocktail Classics,Light Rum
2237,Third-Rail Cocktail,Rum - Daiquiris,Light Rum
2238,Third-Rail Cocktail,Rum - Daiquiris,Apple Brandy
2239,Third-Rail Cocktail,Rum - Daiquiris,Brandy
2240,Third-Rail Cocktail,Rum - Daiquiris,Anisette
2241,Bentley,Cocktail Classics,Apple Brandy
2242,Bentley,Cocktail Classics,Dubonnet
2243,Tahiti Club,Rum - Daiquiris,Light Rum
2244,Tahiti Club,Rum - Daiquiris,Fresh lemon juice
2245,Tahiti Club,Rum - Daiquiris,Fresh Lime Juice
2246,Tahiti Club,Rum - Daiquiris,Pineapple Juice
2247,Tahiti Club,Rum - Daiquiris,Maraschino liqueur
2248,Barton Special,Cocktail Classics,Applejack
2249,Barton Special,Cocktail Classics,Scotch
2250,Barton Special,Cocktail Classics,Gin
2251,Barnaby's Buffalo Blizzard,Cocktail Classics,White creme de cacao
2252,Barnaby's Buffalo Blizzard,Cocktail Classics,Vodka
2253,Barnaby's Buffalo Blizzard,Cocktail Classics,Galliano
2254,Barnaby's Buffalo Blizzard,Cocktail Classics,Grenadine
2255,Susie Taylor,Rum - Daiquiris,Light Rum
2256,Susie Taylor,Rum - Daiquiris,Fresh Lime Juice
2257,Baltimore Bracer,Cocktail Classics,Anisette
2258,Baltimore Bracer,Cocktail Classics,Brandy
2259,Baltimore Bracer,Cocktail Classics,Egg White
2260,Bachelor's Bait Cocktail,Cocktail Classics,Gin
2261,Bachelor's Bait Cocktail,Cocktail Classics,Egg White
2262,Bachelor's Bait Cocktail,Cocktail Classics,Orange Bitters
2263,Bachelor's Bait Cocktail,Cocktail Classics,Grenadine
2264,Bushranger,Cocktail Classics,Light Rum
2265,Bushranger,Cocktail Classics,Dubonnet
2266,Bushranger,Cocktail Classics,Bitters
2267,Sunset at Gowanus,Rum - Daiquiris,Dark rum
2268,Sunset at Gowanus,Rum - Daiquiris,Fresh Lime Juice
2269,Sunset at Gowanus,Rum - Daiquiris,Maple Syrup
2270,Sunset at Gowanus,Rum - Daiquiris,Brandy
2271,Sunset at Gowanus,Rum - Daiquiris,Yellow Chartreuse
2272,Bulldog Highballl,Cocktail Classics,Juice of Orange
2273,Bulldog Highballl,Cocktail Classics,Gin
2274,Bucks Fizz (Mimosa),Cocktail Classics,Orange Juice
2275,Buckjones,Cocktail Classics,Light Rum
2276,Buckjones,Cocktail Classics,Sweet Sherry
2277,Buckjones,Cocktail Classics,Juice of a Lime
2278,Stormy Colada,Rum - Daiquiris,Dark rum
2279,Stormy Colada,Rum - Daiquiris,Pineapple Juice
2280,Bronx SIlver Cocktail,Cocktail Classics,Juice of Orange
2281,Bronx SIlver Cocktail,Cocktail Classics,Egg White
2282,Bronx SIlver Cocktail,Cocktail Classics,Dry Vermouth
2283,Bronx SIlver Cocktail,Cocktail Classics,Gin
2284,Bronx Golden Cocktail,Cocktail Classics,Gin
2285,Bronx Golden Cocktail,Cocktail Classics,Sweet Vermouth
2286,Bronx Golden Cocktail,Cocktail Classics,Dry Vermouth
2287,Bronx Golden Cocktail,Cocktail Classics,Orange
2288,Stone Wall,Rum - Daiquiris,thin Peeled fresh ginger
2289,Stone Wall,Rum - Daiquiris,Demerara Syrup
2290,Stone Wall,Rum - Daiquiris,Fresh apple cider
2291,Stone Wall,Rum - Daiquiris,Light Rum
2292,Depth Bomb,Brandy,Apple Brandy
2293,Depth Bomb,Brandy,Brandy
2294,Depth Bomb,Brandy,Fresh lemon juice
2295,Depth Bomb,Brandy,Grenadine
2296,Stone Cocktail,Rum - Daiquiris,Dry Sherry
2297,Stone Cocktail,Rum - Daiquiris,Light Rum
2298,Stone Cocktail,Rum - Daiquiris,Sweet Vermouth
2299,Almeria,Cocktail Classics,17-year-old J. Wray and Nephew Ltd. Rum
2300,Almeria,Cocktail Classics,Coffee-flavored liqueur
2301,Almeria,Cocktail Classics,Egg White
2302,Aunt Jemima,Cocktail Classics,Brandy
2303,Aunt Jemima,Cocktail Classics,White creme de cacao
2304,Aunt Jemima,Cocktail Classics,Benedictine
2305,Spanish Town Cocktail,Rum - Daiquiris,Light Rum
2306,Spanish Town Cocktail,Rum - Daiquiris,Triple Sec
2307,Apricot Lady,Cocktail Classics,Light Rum
2308,Apricot Lady,Cocktail Classics,Apricot-Flavored Brandy
2309,Apricot Lady,Cocktail Classics,Triple Sec
2310,Apricot Lady,Cocktail Classics,Lime Juice
2311,Apricot Lady,Cocktail Classics,Egg White
2312,Apricot Anise Collins,Cocktail Classics,Gin
2313,Apricot Anise Collins,Cocktail Classics,Apricot-Flavored Brandy
2314,Apricot Anise Collins,Cocktail Classics,Anisette
2315,Apricot Anise Collins,Cocktail Classics,Lemon Juice
2316,Apple Rum Rickey,Cocktail Classics,Applejack
2317,Apple Rum Rickey,Cocktail Classics,Light Rum
2318,Apple Rum Rickey,Cocktail Classics,Lime
2319,Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,Light Rum
2320,Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,Dry Vermouth
2321,Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,Triple Sec
2322,Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,Fresh Lime Juice
2323,Sloppy Joe's Cocktail No. 1,Rum - Daiquiris,Grenadine
2324,Applejack Punch,Cocktail Classics,Applejack
2325,Applejack Punch,Cocktail Classics,Grenadine
2326,Applejack Punch,Cocktail Classics,Orange Juice
2327,Applejack Punch,Cocktail Classics,Whole Egg
2328,Brandy Flip,Cocktail Classics,Whole Egg
2329,Brandy Flip,Cocktail Classics,Powdered Sugar
2330,Brandy Flip,Cocktail Classics,Brandy
2331,Brandy Flip,Cocktail Classics,Light Cream (if desired)
2332,Sir Walter Cocktail,Rum - Daiquiris,Light Rum
2333,Sir Walter Cocktail,Rum - Daiquiris,Brandy
2334,Sir Walter Cocktail,Rum - Daiquiris,Grenadine
2335,Sir Walter Cocktail,Rum - Daiquiris,Triple Sec
2336,Sir Walter Cocktail,Rum - Daiquiris,Fresh lemon juice
2337,Saxon Cocktail,Rum - Daiquiris,Light Rum
2338,Saxon Cocktail,Rum - Daiquiris,Fresh Lime Juice
2339,Saxon Cocktail,Rum - Daiquiris,Grenadine
2340,Boston Bullet,Cocktail Classics,Gin
2341,Boston Bullet,Cocktail Classics,Dry Vermouth
2342,Sargasso,Rum - Daiquiris,Aged rhum agricole
2343,Sargasso,Rum - Daiquiris,Dry Sherry
2344,Sargasso,Rum - Daiquiris,Aperol
2345,Sargasso,Rum - Daiquiris,Angostura Bitters
2346,Santiago Cocktail,Rum - Daiquiris,Light Rum
2347,Santiago Cocktail,Rum - Daiquiris,Fresh Lime Juice
2348,Santiago Cocktail,Rum - Daiquiris,Simple Syrup
2349,Santiago Cocktail,Rum - Daiquiris,Grenadine
2350,Black Velvet,Cocktail Classics,Chilled Stout
2351,Black Velvet,Cocktail Classics,Chilled Champagne
2352,Saint Lucy Bracer,Rum - Daiquiris,Dark rum
2353,Saint Lucy Bracer,Rum - Daiquiris,Butterscotch schnapps
2354,Saint Lucy Bracer,Rum - Daiquiris,Sweet Vermouth
2355,Saint Lucy Bracer,Rum - Daiquiris,Angostura Bitters
2356,Applecar,Cocktail Classics,Applejack
2357,Applecar,Cocktail Classics,Triple Sec
2358,Applecar,Cocktail Classics,Lemon Juice
2359,Apple Blow Fizz,Cocktail Classics,Egg White
2360,Apple Blow Fizz,Cocktail Classics,Juice of a Lemon
2361,Apple Blow Fizz,Cocktail Classics,Powdered Sugar
2362,Apple Blow Fizz,Cocktail Classics,Apple Brandy
2363,Antoine Special,Cocktail Classics,Dubonnet
2364,Antoine Special,Cocktail Classics,Dry Vermouth
2365,Ante,Cocktail Classics,Apple Brandy
2366,Ante,Cocktail Classics,Triple Sec
2367,Ante,Cocktail Classics,Dubonnet
2368,S & V,Rum - Daiquiris,Light Rum
2369,S & V,Rum - Daiquiris,Creole Shrubb (rum-based orange liqueur)
2370,S & V,Rum - Daiquiris,Ruby port
